company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
Healthcare Huddle,2020-01-05,https://www.healthcarehuddle.com/,"New York, New York, United States","Content and Publishing, Health Care, Media and Entertainment, Sales and Marketing","Digital Media, Health Care, Marketing, News, Publishing",834810.0,"Healthcare Huddle is informing, connecting and strengthening the healthcare community. They do this through weekly newsletters, online educational platform and informative posts.",1-10,,,,,,,3.0,1-10,Private,,,,,,6,2020,48213,False,False
Money Tree Ventures,2019-01-01,https://www.millennialmoneytree.blog/,"Durham, North Carolina, United States","Community and Lifestyle, Financial Services, Other","Finance, Financial Services, Insurance, Retirement",456547.0,"Money Tree Ventures offers financial security insurance and retirement planning. The company publishes The Millennial Money Tree, offering insurance, marketing, wealth creation, preservation, and retirement planning for the golden years.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,36237,False,False
Paywitty,2019-01-01,https://www.paywitty.com,"Dallas, Texas, United States","Commerce and Shopping, Financial Services, Internet Services, Media and Entertainment, Mobile, Payments, Software","E-Commerce, Mobile Payments, Payments, Social Media",1058167.0,Paywitty is a true one-page e-commerce platform that allows buyers to shop multiple items intuitively and checkout on that same page. Instagram users can also add to the cart by just commenting while payment processing is secured with stripe. A perfect solution for aspiring online sellers on social media seeking to capture the opportunities provided by social selling.,1-10,,,,,,,,1-10,Private,,,,,,6,2019,52907,False,False
Jan3,2022-01-01,https://jan3.com/,"Volcano, California, United States","Blockchain and Cryptocurrency, Financial Services, Payments, Software",Bitcoin,214289.0,,1-10,1.0,Seed,2023-01-01,,Pre-Seed,,1.0,1-10,Private,,,,,,2,2022,23209,False,False
Dani's Agency,2021-01-01,https://www.danisagency.com/,"Tempe, Arizona, United States","Media and Entertainment, Video","Broadcasting, Media and Entertainment, TV",1671203.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2021,65509,False,False
DASCalendar,2022-07-01,https://www.dascalendar.com,"Chevy Chase, Maryland, United States",Software,"Productivity Tools, Software",313519.0,,1-10,1.0,Seed,2023-05-24,,Pre-Seed,,2.0,1-10,Private,,,,,,2,2022,29531,False,False
UniHop,2021-04-20,https://unihop.app,"Miami, Florida, United States","Apps, Commerce and Shopping, Other, Professional Services, Software, Transportation","Consumer Applications, Customer Service, Delivery Service, Logistics, Shopping",436634.0,"UniHop is a logistics startup, providing delivery solutions to hyperlocal communities, everything from from parcels and groceries to clothing and baked goods. UniHop was founded in April 2021 and began operations at the University of Miami in August 2021.",11-50,,,,,,,2.0,11-50,Private,,,,,,6,2021,35463,False,False
1download - pdf serch engine,2018-01-02,http://1download.net/,"New York, New York, United States",Internet Services,"Search Engine, Semantic Search",586997.0,"1download.net - PDF search engine. Launched in 2018 by two partners from EU. Two basic targets: become the world biggest and most known PDF search engine and help people. During the last 5 years we did the market research about rare PDF files and that's the main reason we've developed 1download. Google is quite useless in that case and specifies on web, while we do it with PDF files and only. In the long list of search tools on 1download you will be able to find: suggester tool, highlighting in the results, full-text search to find PDFs using the words from them and many more. On May 2018 1download has 200'000 files in the index (our own index, not stolen from Google) and we plan to reach 2'000'000 PDF files by the end of the year.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,40980,False,False
Dozy Technologies,2019-01-01,https://www.dozy.health/,"Kansas City, Missouri, United States","Health Care, Information Technology","Health Care, Information Technology",1257263.0,"Dozy Technologies fix insomnia, permanently, with a CBT-based treatment program. Cognitive Behavioral Therapy for Insomnia, or CBT-i, is the most effective known treatment for insomnia. It's based on the principles of Cognitive Behavioral Therapy, and improves sleep by training your brain's thought patterns. The treatment usually takes 5-10 weeks and effects are permanent.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,57928,False,False
DashLX,2018-01-01,https://dashlx.com/,"Flagstaff, Arizona, United States","Data and Analytics, Information Technology, Sports","Analytics, Information Technology, Sports",38080.0,"Unlocking the digital representation of people's daily activities, environments, and conditions (collected on GPS-enabled watches and wearable devices) providing real-world utility for innovation and customer affinity. The data needed to innovate and foster enduring customer relationships is readily available. Engaged consumers share LX with brands and organizations to help design and deliver desired products and experiences.",11-50,5.0,Seed,2023-03-15,2450000.0,Seed,4710000.0,2.0,11-50,Private,,,0.0,1.0,,0,2018,4669,False,False
Mini Fish,2019-12-09,https://www.minifish.co/,"Los Angeles, California, United States",Food and Beverage,"Food and Beverage, Herbs and Spices, Seafood, Snack Food",1115555.0,"Mini Fish is the first ready to eat, shelf stable, sustainable seafood snack with superfood ingredients. It contains a mouthwatering combination of chunks of steelhead trout, pumpkin seeds, vegetables, and a delicious blend of herbs and spices, all in a zesty citrus marinade. It comes in a tear open pouch and is a filling snack or small meal with 12 grams of high quality protein and 3 grams of fiber. Our mission is to be the leader in sustainably-sourced seafood by offering the healthiest, most delicious ready-to-eat packaged seafood product on the planet.",1-10,1.0,Seed,2021-07-01,,Pre-Seed,,,1-10,Private,,,,,,2,2019,53923,False,False
Model Dinners,2019-10-15,http://modeldinners.com/,"Miami Beach, Florida, United States","Sales and Marketing, Travel and Tourism","Hospitality, Marketing, Social Media Marketing",2861034.0,"Model Dinners is the ultimate restaurant marketing app. General Managers can now request a model dinner to come sit by the entrance, assisting curb appeal, while also sharing their experience in real time, assisting digital (social media appeal). This win/win/win has restaurants reduce food waste in exchange for exposure, models make friends and get out, all within an easy-to-use app and ecosystem.",1-10,,,,,,,2.0,1-10,Private,,,0.0,1.0,,6,2019,86688,False,False
Carlsbad to LAX,2021-01-01,https://www.carlsbadtolax.com/,"Carlsbad, California, United States",Transportation,"Public Transportation, Taxi Service, Transportation",2676690.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2021,84781,False,False
Technext,2020-01-01,https://www.technext.ai,"Richmond, Massachusetts, United States","Data and Analytics, Design, Information Technology, Software","Information Technology, Market Research, Software",824645.0,,1-10,,,,,,,2.0,1-10,Private,,,,,,6,2020,47921,False,False
Tripology,2019-08-01,https://www.gotripology.com/,"Austin, Texas, United States","Education, Software","Education, Software",1479623.0,"Tripology mission is to empower and connect educational institutions. It makes field trip planning fast and easy by connecting schools, teachers, and parents to their network of field trip providers.",1-10,1.0,Seed,2020-05-04,,Pre-Seed,,5.0,1-10,Private,,,,,,2,2019,61478,False,False
Verus Management Group,2020-01-01,https://www.verusmg.com,"Kenilworth, New Jersey, United States","Administrative Services, Other, Real Estate","Commercial, Facilities Support Services, Janitorial Service",528155.0,"Verus Management Group offers facility management and maintenance, commercial janitorial services, and ongoing sanitation and disinfection. If you want any information please contact them via phone call or email.",101-250,,,,,,,,101-250,Private,,,,,,6,2020,38965,False,False
NJ Health Hospice And Palliative Care,2020-01-01,https://www.njhealthteam.com,"Vineland, New Jersey, United States",Health Care,"Elder Care, Health Care, Personal Health",2337758.0,"NJ Health offers services for frequent infections, changes in medications, recent falls/weakness, shortness of breath; difficulty breathing even at rest, uncontrolled pain, pain and symptom management, reduced symptom burden, discussion and clarification of goals, emotional support for patient and family, spiritual support, advance care planning, and communication and education about disease.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,79227,False,False
Wego,2018-01-01,https://wegotech.io,"Laredo, Texas, United States","Apps, Software, Transportation","Apps, Software, Transportation",350003.0,Wego is a software development company. They provide solutions designed to optimize different workflows across trucking companies.,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,31483,False,False
Legacy Recruiting,2021-01-01,https://legacyrecruiting.com/,"Maumee, Ohio, United States","Administrative Services, Professional Services","Human Resources, Recruiting, Staffing Agency",2811165.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,85898,False,False
Wilder Innovation,2021-08-01,https://www.wilderinnovation.com/,"Los Angeles, California, United States","Design, Information Technology, Mobile, Professional Services, Software","Consulting, Information Technology, Mobile, Product Design, Software, Web Development",1166518.0,Wilder Innovation is a team of technology advisors helping emerging startups and enterprises maximize their return on investment in research & development. Our team leverages decades of experience across industries to help guide founders & executives through the most important technical decisions that shape a companies future.,1-10,,,,,,,2.0,1-10,Private,,,0.0,0.0,,6,2021,55693,False,False
Art'ech Lifestyle limited corporation,2021-05-10,https://www.ogeeg.com.tw/home.jsp,"Los Angeles, California, United States",Manufacturing,Manufacturing,3065866.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2021,89662,False,False
SEI Ventures,2018-01-01,http://www.seiventures.com/,"Washington, District of Columbia, United States","Financial Services, Lending and Investments",Venture Capital,399698.0,"SEI Ventures is a corporate-backed fund that invests in innovative startups to help them reach their full potential. Their investment in your business is more than just financial. When they commit to working with a company, they  become partners and lend their full support to move the company forward. They provide founders a unique value. Their innovative start-ups can test products across their degree programs and with their base of 80,000+ learners and students. They’ve also helped a number of founders improve their products, accelerate their go-to-market activities, and grow their businesses.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,33838,False,False
Liquidela,2019-05-01,http://www.liquidela.com,"New York, New York, United States",Financial Services,Financial Services,958345.0,"The Liquidela App was founded with the belief that everyone should have access to financial literacy tools, resources, and education.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,51321,False,False
